field_151016_H,gunpowder,0,
field_151017_I,wooden_hoe,0,
field_151018_J,stone_hoe,0,
field_151019_K,iron_hoe,0,
field_151012_L,diamond_hoe,0,
field_151013_M,golden_hoe,0,
field_151014_N,wheat_seeds,0,
field_151015_O,wheat,0,
field_151025_P,bread,0,
field_151024_Q,leather_helmet,0,
field_151027_R,leather_chestplate,0,
field_151026_S,leather_leggings,0,
field_151021_T,leather_boots,0,
field_151020_U,chainmail_helmet,0,
field_151023_V,chainmail_chestplate,0,
field_151022_W,chainmail_leggings,0,
field_151029_X,chainmail_boots,0,
field_151028_Y,iron_helmet,0,
field_151030_Z,iron_chestplate,0,
field_151037_a,iron_shovel,0,
field_151116_aA,leather,0,
field_151117_aB,milk_bucket,0,
field_151118_aC,brick,0,
field_151119_aD,clay_ball,0,
field_151120_aE,reeds,0,
field_151121_aF,paper,0,
field_151122_aG,book,0,
field_151123_aH,slime_ball,0,
field_151108_aI,chest_minecart,0,
field_151109_aJ,furnace_minecart,0,
field_151110_aK,egg,0,
field_151111_aL,compass,0,
field_151112_aM,fishing_rod,0,
field_151113_aN,clock,0,
field_151114_aO,glowstone_dust,0,
field_151115_aP,fish,0,
field_151101_aQ,cooked_fished,0,
field_151100_aR,dye,0,
field_151103_aS,bone,0,
field_151102_aT,sugar,0,
field_151105_aU,cake,0,
field_151104_aV,bed,0,
field_151107_aW,repeater,0,
field_151106_aX,cookie,0,
field_151098_aY,filled_map,0,
field_151097_aZ,shears,0,
field_151165_aa,iron_leggings,0,
field_151167_ab,iron_boots,0,
field_151161_ac,diamond_helmet,0,
field_151163_ad,diamond_chestplate,0,
field_151173_ae,diamond_leggings,0,
field_151175_af,diamond_boots,0,
field_151169_ag,golden_helmet,0,
field_151171_ah,golden_chestplate,0,
field_151149_ai,golden_leggings,0,
field_151151_aj,golden_boots,0,
field_151145_ak,flint,0,
field_151147_al,porkchop,0,
field_151157_am,cooked_porkchop,0,
field_151159_an,painting,0,
field_151153_ao,golden_apple,0,
field_151155_ap,sign,0,
field_151135_aq,wooden_door,0,
field_151133_ar,bucket,0,
field_151131_as,water_bucket,0,
field_151129_at,lava_bucket,0,
field_151143_au,minecart,0,
field_151141_av,saddle,0,
field_151139_aw,iron_door,0,
field_151137_ax,redstone,0,
field_151126_ay,snowball,0,
field_151124_az,boat,0,
field_151035_b,iron_pickaxe,0,
field_151099_bA,writable_book,0,
field_151164_bB,written_book,0,
field_151166_bC,emerald,0,
field_151160_bD,item_frame,0,
field_151162_bE,flower_pot,0,
field_151172_bF,carrot,0,
field_151174_bG,potato,0,
field_151168_bH,baked_potato,0,
field_151170_bI,poisonous_potato,0,
field_151148_bJ,map,0,
field_151150_bK,golden_carrot,0,
field_151144_bL,skull,0,
field_151146_bM,carrot_on_a_stick,0,
field_151156_bN,nether_star,0,
field_151158_bO,pumpkin_pie,0,
field_151152_bP,fireworks,0,
field_151154_bQ,firework_charge,0,
field_151134_bR,enchanted_book,0,
field_151132_bS,comparator,0,
field_151130_bT,netherbrick,0,
field_151128_bU,quartz,0,
field_151142_bV,tnt_minecart,0,
field_151140_bW,hopper_minecart,0,
field_151138_bX,iron_horse_armor,0,
field_151136_bY,golden_horse_armor,0,
field_151125_bZ,diamond_horse_armor,0,
field_151127_ba,melon,0,
field_151080_bb,pumpkin_seeds,0,
field_151081_bc,melon_seeds,0,
field_151082_bd,beef,0,
field_151083_be,cooked_beef,0,
field_151076_bf,chicken,0,
field_151077_bg,cooked_chicken,0,
field_151078_bh,rotten_flesh,0,
field_151079_bi,ender_pearl,0,
field_151072_bj,blaze_rod,0,
field_151073_bk,ghast_tear,0,
field_151074_bl,gold_nugget,0,
field_151075_bm,nether_wart,0,
field_151068_bn,potionitem,0,
field_151069_bo,glass_bottle,0,
field_151070_bp,spider_eye,0,
field_151071_bq,fermented_spider_eye,0,
field_151065_br,blaze_powder,0,
field_151064_bs,magma_cream,0,
field_151067_bt,brewing_stand,0,
field_151066_bu,cauldron,0,
field_151061_bv,ender_eye,0,
field_151060_bw,speckled_melon,0,
field_151063_bx,spawn_egg,0,
field_151062_by,experience_bottle,0,
field_151059_bz,fire_charge,0,
field_151036_c,iron_axe,0,
field_151058_ca,lead,0,
field_151057_cb,name_tag,0,
field_151095_cc,command_block_minecart,0,
field_151096_cd,record_13,0,
field_151093_ce,record_cat,0,
field_151094_cf,record_blocks,0,
field_151091_cg,record_chirp,0,
field_151092_ch,record_far,0,
field_151089_ci,record_mall,0,
field_151090_cj,record_mellohi,0,
field_151087_ck,record_stal,0,
field_151088_cl,record_strad,0,
field_151085_cm,record_ward,0,
field_151086_cn,record_11,0,
field_151084_co,record_wait,0,
field_151033_d,flint_and_steel,0,
field_151034_e,apple,0,
field_151031_f,bow,0,
field_151032_g,arrow,0,
field_151044_h,coal,0,
field_151045_i,diamond,0,
field_151042_j,iron_ingot,0,
field_151043_k,gold_ingot,0,
field_151040_l,iron_sword,0,
field_151041_m,wooden_sword,0,
field_151038_n,wooden_shovel,0,
field_151039_o,wooden_pickaxe,0,
field_151053_p,wooden_axe,0,
field_151052_q,stone_sword,0,
field_151051_r,stone_shovel,0,
field_151050_s,stone_pickaxe,0,
field_151049_t,stone_axe,0,
field_151048_u,diamond_sword,0,
field_151047_v,diamond_shovel,0,
field_151046_w,diamond_pickaxe,0,
field_151056_x,diamond_axe,0,
field_151055_y,stick,0,
field_151054_z,bowl,0,
field_150842_b,fallback,0,
field_150839_b,succeeded,0,
field_150838_b,succeeded,0,
field_76027_z,blazeRod,0,Is the 'Into Fire' achievement
field_76001_A,potion,0,Is the 'Local Brewery' achievement
field_76002_B,theEnd,0,Is the 'The End?' achievement
field_76003_C,theEnd2,0,Is the 'The End.' achievement
field_75998_D,enchantments,0,Is the 'Enchanter' achievement
field_75999_E,overkill,0,Achieved when dealing 18 damage (9 hearts) in a single melee attack
field_76000_F,bookcase,0,Is the 'Librarian' achievement
field_150962_H,breedCow,0,Is the 'Repopulation' achievement
field_150963_I,spawnWither,0,Is the 'The Beginning?' achievement
field_150964_J,killWither,0,Is the 'The Beginning.' achievement
field_150965_K,fullBeacon,0,Is the 'Beaconator' achievement
field_150961_L,exploreAllBiomes,0,Is the 'Adventuring Time' achievement
field_76010_a,minDisplayColumn,0,Is the smallest column used to display a achievement on the GUI.
field_76008_b,minDisplayRow,0,Is the smallest row used to display a achievement on the GUI.
field_76009_c,maxDisplayColumn,0,Is the biggest column used to display a achievement on the GUI.
field_76006_d,maxDisplayRow,0,Is the biggest row used to display a achievement on the GUI.
field_76007_e,achievementList,0,Holds a list of all registered achievements.
field_76004_f,openInventory,0,Is the 'open inventory' achievement.
field_76005_g,mineWood,0,Is the 'getting wood' achievement.
field_76017_h,buildWorkBench,0,Is the 'benchmarking' achievement.
field_76018_i,buildPickaxe,0,Is the 'time to mine' achievement.
field_76015_j,buildFurnace,0,Is the 'hot topic' achievement.
field_76016_k,acquireIron,0,Is the 'acquire hardware' achievement.
field_76013_l,buildHoe,0,Is the 'time to farm' achievement.
field_76014_m,makeBread,0,Is the 'bake bread' achievement.
field_76011_n,bakeCake,0,Is the 'the lie' achievement.
field_76012_o,buildBetterPickaxe,0,Is the 'getting a upgrade' achievement.
field_76026_p,cookFish,0,Is the 'delicious fish' achievement.
field_76025_q,onARail,0,Is the 'on a rail' achievement
field_76024_r,buildSword,0,Is the 'time to strike' achievement.
field_76023_s,killEnemy,0,Is the 'monster hunter' achievement.
field_76022_t,killCow,0,is the 'cow tipper' achievement.
field_76021_u,flyPig,0,Is the 'when pig fly' achievement.
field_76020_v,snipeSkeleton,0,The achievement for killing a Skeleton from 50 meters aways.
field_76019_w,diamonds,0,Is the 'DIAMONDS!' achievement
field_150966_x,diamondsToYou,0,"Achieved when the player throwns a diamond that is picked up by an entity, including the player themselves"
field_76029_x,portal,0,Is the 'We Need to Go Deeper' achievement
field_76028_y,ghast,0,Is the 'Return to Sender' achievement
field_150889_b,logger,0,
field_150890_c,mcServer,0,
field_150887_d,statsFile,0,
field_150888_e,dirty,0,
field_150885_f,lastStatRequest,0,
field_150886_g,hasUnsentAchievement,0,
field_151183_A,junkFishedStat,0,
field_151184_B,treasureFishedStat,0,
field_75934_C,mineBlockStatArray,0,
field_75928_D,objectCraftStats,0,Tracks the number of items a given block or item has been crafted.
field_75929_E,objectUseStats,0,Tracks the number of times a given block or item has been used.
field_75930_F,objectBreakStats,0,Tracks the number of times a given block or item has been broken.
field_75942_a,oneShotStats,0,Tracks one-off stats.
field_75940_b,allStats,0,
field_75941_c,generalStats,0,
field_75938_d,itemStats,0,
field_75939_e,objectMineStats,0,Tracks the number of times a given block or item has been mined.
field_75947_j,leaveGameStat,0,number of times you've left a game
field_75948_k,minutesPlayedStat,0,number of minutes you have played
field_75945_l,distanceWalkedStat,0,distance you've walked
field_75946_m,distanceSwumStat,0,distance you have swam
field_75943_n,distanceFallenStat,0,the distance you have fallen
field_75944_o,distanceClimbedStat,0,the distance you've climbed
field_75958_p,distanceFlownStat,0,the distance you've flown
field_75957_q,distanceDoveStat,0,the distance you've dived
field_75956_r,distanceByMinecartStat,0,the distance you've traveled by minecart
field_75955_s,distanceByBoatStat,0,the distance you've traveled by boat
field_75954_t,distanceByPigStat,0,the distance you've traveled by pig
field_151185_q,distanceByHorseStat,0,
field_75953_u,jumpStat,0,the times you've jumped
field_75952_v,dropStat,0,the distance you've dropped (or times you've fallen?)
field_75951_w,damageDealtStat,0,the amount of damage you've dealt
field_75961_x,damageTakenStat,0,the amount of damage you have taken
field_75960_y,deathsStat,0,the number of times you have died
field_75959_z,mobKillsStat,0,the number of mobs you have killed
field_151186_x,animalsBredStat,0,the number of animals you have bred
field_75932_A,playerKillsStat,0,counts the number of times you've killed a player
field_75933_B,fishCaughtStat,0,
field_150960_a,item,0,
field_75978_a,statName,0,The Stat name
field_75976_b,type,0,
field_150957_c,objectiveCriteria,0,
field_150956_d,serializableClazz,0,
field_75975_e,statId,0,The Stat ID
field_75972_f,isIndependent,0,
field_75980_h,simpleStatType,0,
field_75981_i,timeStatType,0,
field_75979_j,distanceStatType,0,
field_111202_k,divideByTen,0,
field_75977_c,numberFormat,0,
field_75974_d,decimalFormat,0,
field_150875_a,statsData,0,
field_151459_g,stat,0,
field_75993_a,displayColumn,0,"Is the column (related to center of achievement gui, in 24 pixels unit) that the achievement will be displayed."
field_75991_b,displayRow,0,"Is the row (related to center of achievement gui, in 24 pixels unit) that the achievement will be displayed."
field_75992_c,parentAchievement,0,"Holds the parent achievement, that must be taken before this achievement is avaiable."
field_75990_d,theItemStack,0,Holds the ItemStack that will be used to draw the achievement into the GUI.
field_75996_k,achievementDescription,0,"Holds the description of the achievement, ready to be formatted and/or displayed."
field_75994_l,statStringFormatter,0,"Holds a string formatter for the achievement, some of then needs extra dynamic info - like the key used to open the inventory."
field_75995_m,isSpecial,0,"Special achievements have a 'spiked' (on normal texture pack) frame, special achievements are the hardest ones to achieve."
field_150690_d,nameMapping,0,
field_150691_e,allowedInChat,0,
field_150688_f,canonicalName,0,
field_150679_e,nameMapping,0,
field_150676_f,allowedInChat,0,
field_150677_g,canonicalName,0,The canonical name used to refer to this action.
field_150704_a,action,0,
field_150703_b,value,0,
field_150671_a,action,0,
field_150670_b,value,0,
field_82811_a,hangingEntityClass,0,
field_150950_b,spriteProvider,0,
field_77864_a,efficiencyOnProperMaterial,0,
field_77862_b,toolMaterial,0,The material this tool is made from.
field_150914_c,effectiveBlocksTool,0,Hardcoded set of blocks this tool can properly dig at full speed. Modders see {@link #getToolClasses} instead.
field_77865_bY,damageVsEntity,0,Damage versus entities.
field_150939_a,blockInstance,0,
field_150938_b,blockSprite,0,
field_150917_c,EFFECTIVE_ON,0,The items that are broken more efficiently with an axe
field_150929_a,recordName,0,The name of the record.
field_150928_b,RECORDS,0,
field_94603_a,EMPTY_SLOT_NAMES,0,
field_77881_a,armorType,0,"Stores the armor type: 0 is helmet, 1 is plate, 2 is legs and 3 is boots"
field_77879_b,damageReduceAmount,0,Holds the amount of damage that the armor reduces at full durability.
field_77880_c,renderIndex,0,"Used on RenderPlayer to select the correspondent armor to be rendered on the player: 0 is cloth, 1 is chain, 2 is iron, 3 is diamond and 4 is gold."
field_77882_bY,maxDamageArray,0,Holds the 'base' maxDamage that each armorType have.
field_94606_cu,CLOTH_OVERLAY_NAMES,0,
field_96605_cw,dispenserBehavior,0,
field_77878_bZ,material,0,The EnumArmorMaterial used for this ItemArmor
field_94605_cw,overlayIcon,0,
field_94604_cx,emptySlotIcon,0,
field_77836_a,effectCache,0,Contains a map from integers to the list of potion effects that potions with that damage value confer (to prevent recalculating it).
field_77835_b,SUB_ITEMS_CACHE,0,
field_94591_c,splashPotion,0,
field_94590_d,drinkablePotion,0,
field_94592_ct,potionOverlay,0,
field_94598_a,theIcon,0,
field_150948_b,isDouble,0,
field_150949_c,singleSlab,0,
field_150947_d,doubleSlab,0,
field_94587_a,PLAYER_SKULL_TYPES,0,
field_82807_a,skullTypes,0,
field_94586_c,sprites,0,
field_150940_b,leaves,0,
field_78048_f,maxDamageFactor,0,"Holds the maximum damage factor (each piece multiply this by it's own value) of the material, this is the item damage (how much can absorb before breaks)"
field_78049_g,damageReductionAmountArray,0,"Holds the damage reduction (each 1 points is half a shield on gui) of each piece of armor (helmet, plate, legs and boots)"
field_78055_h,enchantability,0,Return the enchantability factor of the material
field_94593_a,theIcon,0,
field_77937_e,rarityColor,0,A decimal representation of the hex color codes of a the color assigned to this rarity type. (13 becomes d as in \247d which is light purple)
field_77934_f,rarityName,0,Rarity name.
field_94601_a,bowPullIconNameArray,0,
field_94600_b,iconArray,0,
field_77841_a,minecartType,0,
field_96602_b,dispenserMinecartBehavior,0,
field_77876_a,isFull,0,field for checking if the bucket has been filled.
field_77843_a,theToolMaterial,0,
field_150935_a,block,0,
field_150908_b,crops,0,
field_82809_c,soilId,0,Block ID of the soil this seed food should be planted on.
field_77580_a,recipeOutput,0,Is the ItemStack that you get when craft the recipe.
field_77579_b,recipeItems,0,Is a List of ItemStack that composes the recipe.
field_77588_a,recipePatterns,0,
field_77587_b,recipeItems,0,
field_92102_a,resultItem,0,
field_77611_a,recipePatterns,0,
field_77610_b,recipeItems,0,
field_77598_a,instance,0,The static instance of this class
field_77597_b,recipes,0,A list of all the recipes added
field_77606_a,smeltingBase,0,
field_77604_b,smeltingList,0,The list of smelting results.
field_77605_c,experienceList,0,A list which contains how many experience points each recipe output will give.
field_77585_a,recipePatterns,0,
field_77584_b,recipeItems,0,
field_77582_a,craftingManager,0,
field_77591_a,recipeItems,0,
field_77576_b,recipeWidth,0,How many horizontal slots this recipe is wide.
field_77577_c,recipeHeight,0,How many vertical slots this recipe uses.
field_77574_d,recipeItems,0,Is a array of ItemStack that composes the recipe.
field_77575_e,recipeOutput,0,Is the ItemStack that you get when craft the recipe.
field_92101_f,copyIngredientNBT,0,
field_150941_b,spriteProvider,0,
field_150942_c,variants,0,
field_111284_a,DECIMALFORMAT,0,
field_77994_a,stackSize,0,Size of the stack.
field_77992_b,animationsToGo,0,"Number of animation frames to go when receiving an item (by walking into it, for example)."
field_77990_d,stackTagCompound,0,A NBTTagMap containing data about an ItemStack. Can only be used for non stackable items
field_151002_e,theItem,0,
field_77991_e,itemDamage,0,Damage dealt to the item or number of use. Raise when using items.
field_82843_f,itemFrame,0,"Item frame this stack is on, or null if not on an item frame."
field_150904_a,sprite,0,
field_111220_a,sprite,0,
field_78001_f,harvestLevel,0,"The level of material this tool can harvest (3 = DIAMOND, 2 = IRON, 1 = STONE, 0 = WOOD/GOLD)"
field_78002_g,maxUses,0,"The number of uses this material allows. (wood = 59, stone = 131, iron = 250, diamond = 1561, gold = 32)"
field_78010_h,efficiencyOnProperMaterial,0,The strength of this tool material against blocks which it is effective against.
field_78011_i,damageVsEntity,0,Damage versus entities.
field_78008_j,enchantability,0,Defines the natural enchantability factor of the material.
field_150925_a,crops,0,
field_77838_b,soilBlockID,0,BlockID of the block the seeds can be planted on.
field_150916_c,EFFECTIVE_ON,0,
field_77855_a,itemUseDuration,0,Number of ticks to run while 'EnumAction'ing until result.
field_77853_b,healAmount,0,The amount this food item heals the player.
field_77854_c,saturationModifier,0,
field_77856_bY,isWolfsFavoriteMeat,0,Whether wolves like this food (true for raw and cooked porkchop).
field_77852_bZ,alwaysEdible,0,"If this field is true, the food can be consumed even if the player don't need to eat."
field_77851_ca,potionId,0,represents the potion effect that will occurr upon eating this food. Set by setPotionEffect
field_77850_cb,potionDuration,0,set by setPotionEffect
field_77857_cc,potionAmplifier,0,set by setPotionEffect
field_77858_cd,potionEffectProbability,0,probably of the set potion effect occurring
field_150923_a,dyeColorNames,0,
field_150921_b,dyeIcons,0,
field_150922_c,dyeColors,0,
field_150920_d,dyeIconArray,0,"Contains all dye icons, parsed from ItemDye.dyeIcons"
field_150907_b,cooked,0,Indicates whether this fish is ""cooked"" or not.
field_77870_a,doorMaterial,0,
field_150915_c,effectiveBlocks,0,
field_150934_a,attackDamage,0,
field_150933_b,repairMaterial,0,
field_77701_a,tabToDisplayOn,0,The Item's ItemGroup
field_77699_b,maxDamage,0,Maximum damage an item can handle.
field_77700_c,containerItem,0,"The item that remains after this item is used up during crafting, smelting or brewing."
field_77785_bY,potionEffect,0,The string representing this item's effect on a potion when used as an ingredient.
field_150901_e,itemRegistry,0,The Registry where all items get registered to.
field_111210_e,itemModifierUUID,0,
field_77697_d,itemRand,0,The RNG used by the Item subclasses.
field_77777_bU,maxStackSize,0,Maximum size of the stack.
field_77789_bW,bFull3D,0,"If true, render the object in full 3D, like weapons and tools."
field_77787_bX,hasSubtypes,0,"Some items (like dyes) have multiple subtypes on same item, this is field define this behavior"
field_77791_bV,itemIcon,0,Icon index in the icons table.
field_111218_cA,iconString,0,The string associated with this Item's Icon.
field_77774_bZ,unlocalizedName,0,The unlocalized name of this item.
field_96465_b,behaviourDefaultDispenseItem,0,
field_150944_b,coloredBlock,0,
field_150945_c,subtypeNames,0,
field_150983_e,itemDamageToFishTypeMap,0,Maps an item damage value for an ItemStack to the corresponding FishType value.
field_150980_f,itemDamage,0,The item damage value on an ItemStack that represents this fish type
field_150981_g,unlocalizedNamePart,0,The value that this fish type uses to replace ""XYZ"" in: ""fish.XYZ.raw"" / ""fish.XYZ.cooked"" for the unlocalized name and ""fish_XYZ_raw"" / ""fish_XYZ_cooked"" for the icon string.
field_150993_h,uncookedIcon,0,The icon for the uncooked version of this fish.
field_150994_i,cookedIcon,0,The icon for the cooked version of this fish.
field_150991_j,uncookedHealAmount,0,The amount that eating the uncooked version of this fish should heal the player.
field_150992_k,uncookedSaturationModifier,0,The saturation modifier to apply to the heal amount when the player eats the uncooked version of this fish.
field_150989_l,cookedHealAmount,0,The amount that eating the cooked version of this fish should heal the player.
field_150990_m,cookedSaturationModifier,0,The saturation modifier to apply to the heal amount when the player eats the cooked version of this fish.
field_150987_n,cookable,0,Indicates whether this type of fish has ""raw"" and ""cooked"" variants
field_145972_a,lidAngle,0,
field_145975_i,prevLidAngle,0,The angle of the ender chest lid last tick
field_145973_j,numPlayersUsing,0,
field_145974_k,ticksSinceSync,0,
field_146020_a,customName,0,
field_146022_i,stacks,0,
field_146021_j,random,0,
field_145915_a,signText,0,An array of four strings storing the lines of text on the sign.
field_145918_i,lineBeingEdited,0,"The index of the line currently being edited. Only used on client side, but defined on both. Note this is only really used when the > < are going to be visible."
field_145916_j,isEditable,0,
field_145917_k,player,0,
field_145869_a,storedBlock,0,
field_145876_i,storedMetadata,0,
field_145874_j,storedOrientation,0,the side the front of the piston is on
field_145875_k,extending,0,if this piston is extending or not
field_145872_l,shouldHeadBeRendered,0,
field_145873_m,progress,0,
field_145870_n,lastProgress,0,the progress in (de)extending
field_145871_o,pushedObjects,0,
field_145900_a,inventory,0,
field_145902_i,customName,0,
field_145901_j,transferCooldown,0,
field_145852_a,logger,0,
field_145850_b,worldObj,0,the instance of the world the tile entity is in.
field_145851_c,xCoord,0,
field_145848_d,yCoord,0,
field_145849_e,zCoord,0,
field_145846_f,tileEntityInvalid,0,
field_145847_g,blockMetadata,0,
field_145854_h,blockType,0,the Block type that this TileEntity is contained within
field_145855_i,nameToClassMap,0,A HashMap storing string names of classes mapping to the actual java.lang.Class type.
field_145853_j,classToNameMap,0,A HashMap storing the classes and mapping to the string names (reverse of nameToClassMap).
field_145941_a,inputSlots,0,an array of the input slot indices
field_145947_i,outputSlots,0,an array of the output slot indices
field_145945_j,brewingItemStacks,0,The ItemStacks currently placed in the slots of the brewing stand
field_145946_k,brewTime,0,
field_145943_l,filledSlots,0,an integer with each bit specifying whether that slot of the stand contains a potion
field_145944_m,ingredientID,0,used to check if the current ingredient has been removed from the brewing stand during brewing
field_145942_n,customName,0,
field_145967_a,flowerPotItem,0,
field_145968_i,flowerPotData,0,
field_145879_a,note,0,Note to play
field_145880_i,previousRedstoneState,0,stores the latest redstone state
field_98288_a,entityTypeName,0,
field_98286_b,spawnDelay,0,The delay to spawn.
field_98287_c,mobRotation,0,The rotation of the mob inside the mob spawner
field_98284_d,prevMobRotation,0,the previous rotation of the mob inside the mob spawner
field_98285_e,potentialEntitySpawns,0,List of entities to spawn.
field_98282_f,randomEntity,0,
field_98283_g,minSpawnDelay,0,
field_98293_h,maxSpawnDelay,0,
field_98294_i,spawnCount,0,A counter for spawn tries.
field_98291_j,cachedEntity,0,Cached instance of the entity to render inside the spawner.
field_98292_k,maxNearbyEntities,0,
field_98289_l,activatingRangeFromPlayer,0,The distance from which a player activates the spawner.
field_98290_m,spawnRange,0,The range coefficient for spawning entities around.
field_145908_a,skullType,0,
field_145910_i,skullRotation,0,
field_152110_j,playerProfile,0,
